# PokeAPI https://pokeapi.co/api/v2 - generation-i / red-blue
"species_id","move_id"
"118","117"
"118","129"
"118","130"
"118","156"
"118","164"
"119","32"
"119","36"
"119","38"
"119","55"
"119","57"
"119","58"
"119","59"
"119","61"
"119","63"
"119","92"
"119","99"
"119","102"
"119","104"
"119","117"
"119","129"
"119","130"
"119","156"
"119","164"
"120","36"
"120","38"
"120","55"
"120","57"
"120","58"
"120","59"
"120","61"
"120","85"
"120","86"
"120","87"
"120","92"
"120","94"
"120","99"
"120","100"
"120","102"
"120","104"
"120","115"
"120","117"
"120","129"
"120","130"
"120","148"
"120","149"
"120","156"
"120","161"
"120","164"
"121","36"
"121","38"
"121","55"
"121","57"
"121","58"
"121","59"
"121","61"
"121","63"
"121","85"
"121","86"
"121","87"
"121","92"
"121","94"
"121","99"
"121","100"
"121","102"
"121","104"
"121","115"
"121","117"
"121","129"
"121","130"
"121","148"
"121","149"
"121","156"
"121","161"
"121","164"
"122","5"
"122","25"
"122","34"
"122","36"
"122","38"
"122","63"
"122","66"
"122","68"
"122","69"
"122","76"
"122","85"
"122","86"
"122","87"
"122","92"
"122","94"
"122","99"
"122","100"
"122","102"
"122","104"
"122","115"
"122","117"
"122","118"
"122","130"
"122","148"
"122","149"
"122","156"
"122","164"
"123","14"
"123","15"
"123","36"
"123","38"
"123","63"
"123","92"
"123","99"
"123","102"
"123","104"
"123","117"
"123","129"
"123","130"
"123","156"
"123","164"
"124","5"
"124","25"
"124","34"
"124","36"
"124","38"
"124","55"
"124","58"
"124","59"
"124","61"
"124","63"
"124","66"
"124","68"
"124","69"
"124","92"
"124","94"
"124","99"
"124","100"
"124","102"
"124","104"
"124","115"
"124","117"
"124","118"
"124","130"
"124","149"
"124","156"
"124","164"
"125","5"
"125","25"
"125","34"
"125","36"
"125","38"
"125","63"
"125","66"
"125","68"
"125","69"
"125","70"
"125","85"
"125","86"
"125","87"
"125","92"
"125","94"
"125","99"
"125","100"
"125","102"
"125","104"
"125","115"
"125","117"
"125","118"
"125","129"
"125","130"
"125","148"
"125","149"
"125","156"
"125","164"
"126","5"
"126","25"
"126","34"
"126","36"
"126","38"
"126","63"
"126","66"
"126","68"
"126","69"
"126","70"
"126","92"
"126","94"
"126","99"
"126","100"
"126","102"
"126","104"
"126","117"
"126","118"
"126","126"
"126","130"
"126","149"
"126","156"
"126","164"
"127","14"
"127","15"
"127","34"
"127","36"
"127","38"
"127","63"
"127","66"
"127","69"
"127","70"
"127","92"
"127","99"
"127","102"
"127","104"
"127","117"
"127","156"
"127","164"
"128","32"
"128","34"
"128","36"
"128","38"
"128","58"
"128","59"
"128","63"
"128","70"
"128","85"
"128","87"
"128","89"
"128","90"
"128","92"
"128","99"
"128","102"
"128","104"
"128","117"
"128","126"
"128","130"
"128","156"
"128","164"
"130","34"
"130","36"
"130","38"
"130","55"
"130","57"
"130","58"
"130","59"
"130","61"
"130","63"
"130","70"
"130","82"
"130","85"
"130","87"
"130","92"
"130","99"
"130","102"
"130","104"
"130","115"
"130","117"
"130","126"
"130","130"
"130","156"
"130","164"
"131","32"
"131","34"
"131","36"
"131","38"
"131","55"
"131","57"
"131","58"
"131","59"
"131","61"
"131","63"
"131","70"
"131","76"
"131","82"
"131","85"
"131","87"
"131","92"
"131","94"
"131","99"
"131","102"
"131","104"
"131","115"
"131","117"
"131","130"
"131","149"
"131","156"
"131","164"
"133","34"
"133","36"
"133","38"
"133","92"
"133","99"
"133","102"
"133","104"
"133","115"
"133","117"
"133","129"
"133","130"
"133","156"
"133","164"
"134","34"
"134","36"
"134","38"
"134","55"
"134","57"
"134","58"
"134","59"
"134","61"
"134","63"
"134","92"
"134","99"
"134","102"
"134","104"
"134","115"
"134","117"
"134","129"
"134","130"
"134","156"
"134","164"
"135","34"
"135","36"
"135","38"
"135","63"
"135","85"
"135","86"
"135","87"
"135","92"
"135","99"
"135","102"
"135","104"
"135","115"
"135","117"
"135","129"
"135","130"
"135","148"
"135","156"
"135","164"
"136","34"
"136","36"
"136","38"
"136","63"
"136","92"
"136","99"
"136","102"
"136","104"
"136","115"
"136","117"
"136","126"
"136","129"
"136","130"
"136","156"
"136","164"
"137","36"
"137","38"
"137","58"
"137","59"
"137","63"
"137","85"
"137","86"
"137","87"
"137","92"
"137","94"
"137","99"
"137","100"
"137","102"
"137","104"
"137","115"
"137","117"
"137","129"
"137","130"
"137","148"
"137","149"
"137","156"
"137","161"
"137","164"
"138","34"
"138","36"
"138","38"
"138","55"
"138","57"
"138","58"
"138","59"
"138","61"
"138","92"
"138","99"
"138","102"
"138","104"
"138","115"
"138","117"
"138","156"
"138","164"
"139","32"
"139","34"
"139","36"
"139","38"
"139","55"
"139","57"
"139","58"
"139","59"
"139","61"
"139","63"
"139","66"
"139","69"
"139","92"
"139","99"
"139","102"
"139","104"
"139","115"
"139","117"
"139","130"
"139","156"
"139","164"
"140","34"
"140","36"
"140","38"
"140","55"
"140","57"
"140","58"
"140","59"
"140","61"
"140","92"
"140","99"
"140","102"
"140","104"
"140","115"
"140","117"
"140","156"
"140","164"
"141","13"
"141","14"
"141","25"
"141","34"
"141","36"
"141","38"
"141","55"
"141","57"
"141","58"
"141","59"
"141","61"
"141","63"
"141","66"
"141","69"
"141","92"
"141","99"
"141","102"
"141","104"
"141","115"
"141","117"
"141","130"
"141","156"
"141","164"
"142","13"
"142","18"
"142","19"
"142","36"
"142","38"
"142","63"
"142","82"
"142","92"
"142","99"
"142","102"
"142","104"
"142","115"
"142","117"
"142","126"
"142","129"
"142","143"
"142","156"
"142","164"
"143","5"
"143","6"
"143","25"
"143","34"
"143","36"
"143","38"
"143","55"
"143","57"
"143","58"
"143","59"
"143","61"
"143","63"
"143","66"
"143","68"
"143","69"
"143","70"
"143","76"
"143","85"
"143","87"
"143","89"
"143","90"
"143","92"
"143","94"
"143","99"
"143","102"
"143","104"
"143","115"
"143","117"
"143","118"
"143","120"
"143","126"
"143","130"
"143","149"
"143","156"
"143","157"
"143","164"
"144","13"
"144","18"
"144","19"
"144","36"
"144","38"
"144","55"
"144","58"
"144","59"
"144","61"
"144","63"
"144","92"
"144","99"
"144","102"
"144","104"
"144","115"
"144","117"
"144","129"
"144","143"
"144","156"
"144","164"
"145","13"
"145","18"
"145","19"
"145","36"
"145","38"
"145","63"
"145","85"
"145","86"
"145","87"
"145","92"
"145","99"
"145","102"
"145","104"
"145","115"
"145","117"
"145","129"
"145","143"
"145","148"
"145","156"
"145","164"
"146","13"
"146","18"
"146","19"
"146","36"
"146","38"
"146","63"
"146","92"
"146","99"
"146","102"
"146","104"
"146","115"
"146","117"
"146","126"
"146","129"
"146","143"
"146","156"
"146","164"
"147","34"
"147","36"
"147","38"
"147","55"
"147","57"
"147","58"
"147","59"
"147","61"
"147","82"
"147","85"
"147","86"
"147","87"
"147","92"
"147","99"
"147","102"
"147","104"
"147","115"
"147","117"
"147","126"
"147","129"
"147","130"
"147","156"
"147","164"
"148","32"
"148","34"
"148","36"
"148","38"
"148","55"
"148","57"
"148","58"
"148","59"
"148","61"
"148","82"
"148","85"
"148","86"
"148","87"
"148","92"
"148","99"
"148","102"
"148","104"
"148","115"
"148","117"
"148","126"
"148","129"
"148","130"
"148","156"
"148","164"
"149","13"
"149","32"
"149","34"
"149","36"
"149","38"
"149","55"
"149","57"
"149","58"
"149","59"
"149","61"
"149","63"
"149","70"
"149","82"
"149","85"
"149","86"
"149","87"
"149","92"
"149","99"
"149","102"
"149","104"
"149","115"
"149","117"
"149","126"
"149","129"
"149","130"
"149","156"
"149","164"
"150","5"
"150","6"
"150","25"
"150","34"
"150","36"
"150","38"
"150","55"
"150","58"
"150","59"
"150","61"
"150","63"
"150","66"
"150","68"
"150","69"
"150","70"
"150","76"
"150","85"
"150","86"
"150","87"
"150","92"
"150","94"
"150","99"
"150","100"
"150","102"
"150","104"
"150","115"
"150","117"
"150","118"
"150","120"
"150","126"
"150","130"
"150","148"
"150","149"
"150","156"
"150","161"
"150","164"
"151","5"
"151","6"
"151","13"
"151","14"
"151","15"
"151","18"
"151","19"
"151","25"
"151","32"
"151","34"
"151","36"
"151","38"
"151","55"
"151","57"
"151","58"
"151","59"
"151","61"
"151","63"
"151","66"
"151","68"
"151","69"
"151","70"
"151","72"
"151","76"
"151","82"
"151","85"
"151","86"
"151","87"
"151","89"
"151","90"
"151","91"
"151","92"
"151","94"
"151","99"
"151","100"
"151","102"
"151","104"
"151","115"
"151","117"
"151","118"
"151","120"
"151","121"
"151","126"
"151","129"
"151","130"
"151","135"
"151","138"
"151","143"
"151","148"
"151","149"
"151","153"
"151","156"
"151","157"
"151","161"
"151","164"
